ticker symbol;isin;security name;currency;note;
MÁPP_N2025/42;;Magyar Állampapír Plusz N2025/42;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_42.json
MÁPP_N2025/43;;Magyar Állampapír Plusz N2025/43;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_43.json
MÁPP_N2025/44;;Magyar Állampapír Plusz N2025/44;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_44.json
MÁPP_N2025/45;;Magyar Állampapír Plusz N2025/45;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_45.json
MÁPP_N2025/46;;Magyar Állampapír Plusz N2025/46;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_46.json
MÁPP_N2025/47;;Magyar Állampapír Plusz N2025/47;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_47.json
MÁPP_N2025/48;;Magyar Állampapír Plusz N2025/48;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_48.json
MÁPP_N2025/49;;Magyar Állampapír Plusz N2025/49;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_49.json
MÁPP_N2025/50;;Magyar Állampapír Plusz N2025/50;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_50.json
MÁPP_N2025/51;;Magyar Állampapír Plusz N2025/51;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_51.json
MÁPP_N2025/52;;Magyar Állampapír Plusz N2025/52;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2025_52.json
MÁPP_N2026/01;;Magyar Állampapír Plusz N2026/01;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_01.json
MÁPP_N2026/02;;Magyar Állampapír Plusz N2026/02;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_02.json
MÁPP_N2026/03;;Magyar Állampapír Plusz N2026/03;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_03.json
MÁPP_N2026/04;;Magyar Állampapír Plusz N2026/04;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_04.json
MÁPP_N2026/05;;Magyar Állampapír Plusz N2026/05;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_05.json
MÁPP_N2026/06;;Magyar Állampapír Plusz N2026/06;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_06.json
MÁPP_N2026/07;;Magyar Állampapír Plusz N2026/07;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_07.json
MÁPP_N2026/08;;Magyar Állampapír Plusz N2026/08;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_08.json
MÁPP_N2026/09;;Magyar Állampapír Plusz N2026/09;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_09.json
MÁPP_N2026/10;;Magyar Állampapír Plusz N2026/10;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_10.json
